;0;1;2;3
name;Experimento 1 - TL;Experimento 2 - TL;Experimento 3 - TL;Experimento 4 - TL
epochs_run;28;19;20;50
learning_rate0.0001;0,0001;0,0003;0,001;0,00005
test_loss;0,396475022;0,376582909;0,360636957;0,382251686
test_acc;85,73333333;85,83333333;86,9;85,83333333
history_dict;"{""train_loss"": [1.537812218428295, 1.0848706519932803, 0.8604163801362232, 0.7308724126747859, 0.6615309429189932, 0.6082149832352717, 0.5745874717951033, 0.5453209283780754, 0.5251303185975031, 0.5052182200755376, 0.49555298672758463, 0.4826525206663517, 0.47121643264274565, 0.4602758089772103, 0.45512800087699484, 0.45090630232810125, 0.44531186742646717, 0.44165859366248783, 0.43404608087569396, 0.4285894168452928, 0.4291768372005792, 0.4232070418255518, 0.41686936330285757, 0.4175297145215083, 0.412125445569294, 0.4064423209147483, 0.4120757255879026, 0.39931672151770214], ""train_acc"": [0.4045414069456812, 0.6848619768477293, 0.7632235084594835, 0.7988423864648263, 0.808726625111309, 0.819679430097952, 0.8225289403383793, 0.8293855743544079, 0.8320569902048085, 0.83739982190561, 0.8366874443455031, 0.8424755120213713, 0.8462154942119323, 0.8440783615316118, 0.8506678539626001, 0.8471950133570793, 0.8487978628673197, 0.8512021371326803, 0.8491540516473731, 0.8531611754229742, 0.857346393588602, 0.8536954585930543, 0.8562778272484417, 0.8539626001780944, 0.8577916295636687, 0.8590382902938557, 0.8537845057880676, 0.8599287622439893], ""val_loss"": [1.1639125149872436, 0.8545194957378758, 0.7009950779729155, 0.6099229650558656, 0.5556087438203129, 0.5146294806933777, 0.4888742787606706, 0.4711447639574168, 0.45387042533824173, 0.4499177024639962, 0.43394175441816085, 0.42953006238723107, 0.416003594278609, 0.4241412575336734, 0.41101751307533063, 0.41498477814371, 0.4078458812667028, 0.404415694266005, 0.4074376930353815, 0.4026201038107212, 0.3956004888584542, 0.39667910618040597, 0.3888034525934538, 0.40228209316135305, 0.3940116649389947, 0.39037016858898116, 0.3930239761181803, 0.394339723738386], ""val_acc"": [0.651925820256776, 0.764265335235378, 0.7981455064194009, 0.8213266761768901, 0.8320256776034237, 0.8405848787446505, 0.8448644793152639, 0.8459343794579173, 0.8495007132667618, 0.8487874465049928, 0.8519971469329529, 0.8573466476462197, 0.8569900142653353, 0.8555634807417974, 0.8573466476462197, 0.855206847360913, 0.8548502139800286, 0.8616262482168331, 0.8559201141226819, 0.8577032810271041, 0.859129814550642, 0.8573466476462197, 0.8562767475035663, 0.8555634807417974, 0.854493580599144, 0.855206847360913, 0.854493580599144, 0.8505706134094151]}";"{""train_loss"": [1.1620706242317613, 0.6785782761692682, 0.5612169054025852, 0.5022033036551301, 0.47377460120728476, 0.45149352690097166, 0.43483564029924593, 0.42110976863416943, 0.4143821033694759, 0.4133400897308852, 0.4094976843677242, 0.40137224553529427, 0.3933889488131471, 0.3950661240203616, 0.3829113128667205, 0.3861433184900564, 0.37722969146466956, 0.37685627534468047, 0.3743966717541696], ""train_acc"": [0.6138023152270703, 0.8051647373107748, 0.8242208370436331, 0.8391807658058771, 0.8406945681211042, 0.847640249332146, 0.8516473731077471, 0.8533392698130009, 0.8565449688334817, 0.8542297417631345, 0.8569011576135351, 0.8607301869991095, 0.8614425645592164, 0.8631344612644701, 0.8620658949243099, 0.8627782724844167, 0.8657168299198575, 0.8660730186999109, 0.8668744434550312], ""val_loss"": [0.7081265205068357, 0.5454807458352431, 0.4750676393593939, 0.4484265032151286, 0.42977683082456763, 0.4125571938579671, 0.4226792285938916, 0.401052532093161, 0.4008010357788388, 0.4016096883595585, 0.3954077931426561, 0.3904562466877503, 0.4061921111357195, 0.3939132999931695, 0.4061095910771257, 0.39859610953276575, 0.38473815977913506, 0.39224992539420106, 0.3876672049349283], ""val_acc"": [0.8045649072753209, 0.8270328102710414, 0.8445078459343794, 0.8495007132667618, 0.8487874465049928, 0.8512838801711841, 0.8470042796005706, 0.8548502139800286, 0.8630527817403709, 0.8548502139800286, 0.8530670470756063, 0.8580599144079886, 0.8505706134094151, 0.8523537803138374, 0.8498573466476462, 0.8523537803138374, 0.8559201141226819, 0.8512838801711841, 0.8541369472182596]}";"{""train_loss"": [0.8047466867116553, 0.48109665633521753, 0.4409923043563126, 0.41302923919468826, 0.40239941056880796, 0.4028274379663985, 0.3937689041518146, 0.38857210997163666, 0.38294496452394383, 0.38606846955134627, 0.37032212869248426, 0.3684935877923974, 0.3750763450842931, 0.3675475093687844, 0.3640250495312369, 0.3629578609898593, 0.36622641995774774, 0.35860480057906596, 0.36267419543419155, 0.365068296423366], ""train_acc"": [0.7338379341050757, 0.8345503116651826, 0.8452359750667854, 0.8558325912733749, 0.8554764024933215, 0.852359750667854, 0.8583259127337489, 0.8626892252894034, 0.8629563668744434, 0.8557435440783615, 0.8666963490650045, 0.8658058771148709, 0.863579697239537, 0.8664292074799644, 0.8701691896705254, 0.8671415850400712, 0.8639358860195904, 0.8660730186999109, 0.8680320569902048, 0.8666963490650045], ""val_loss"": [0.48528257212183107, 0.42730914003158604, 0.4344801159626067, 0.3954518519437602, 0.4081599467597402, 0.3870356703408264, 0.40870256201176774, 0.3956905033295913, 0.3914905189404984, 0.3997450769266456, 0.4120421876623355, 0.3875487531387857, 0.41980015727745823, 0.3980085629964521, 0.3977242680784639, 0.4060706050479293, 0.4103691549852129, 0.39644635786513627, 0.4030276909683128, 0.3830115276039412], ""val_acc"": [0.833095577746077, 0.8452211126961484, 0.8402282453637661, 0.8537803138373752, 0.8477175463623395, 0.854493580599144, 0.844151212553495, 0.8516405135520685, 0.8502139800285307, 0.855206847360913, 0.8455777460770328, 0.854493580599144, 0.8427246790299572, 0.8509272467902995, 0.854493580599144, 0.8498573466476462, 0.8487874465049928, 0.8519971469329529, 0.8473609129814551, 0.854493580599144]}";"{""train_loss"": [1.6540925029336822, 1.3386298323993904, 1.1288658588036615, 0.9910527501059555, 0.8835577924338601, 0.8058803821289423, 0.7501358775081958, 0.6991846918210534, 0.6664237138000005, 0.6380139870189283, 0.6051196886510161, 0.5887770631752796, 0.5717081535955889, 0.562619143559905, 0.541448455841968, 0.5283310220056842, 0.5141156197018848, 0.5069463702736428, 0.4986614422297117, 0.4950322373308248, 0.4842578413331498, 0.4852546343501933, 0.4710369288549822, 0.46879735140532974, 0.46723944434393544, 0.46415731590556336, 0.44858186749719875, 0.44901317060789886, 0.4434751229846679, 0.4392397632528816, 0.4393190203982597, 0.43276863926665016, 0.43641825010494156, 0.43616151354828797, 0.4323503188914947, 0.4241326604214292, 0.42778847812544735, 0.42443650742248035, 0.41561728136834564, 0.42136941320218896, 0.42232960899387845, 0.416671102676451, 0.4152362589154621, 0.40922570570918565, 0.41148717216583414, 0.4138714971281223, 0.4077797076050341, 0.4144976589473782, 0.40398057236378465, 0.4014275870892159], ""train_acc"": [0.3248441674087266, 0.5418521816562778, 0.6530721282279608, 0.7105075690115762, 0.7519145146927871, 0.7729296527159395, 0.7857524487978629, 0.7997328584149599, 0.8057880676758682, 0.8139804096170971, 0.8203918076580587, 0.8200356188780054, 0.820213713268032, 0.8241317898486198, 0.8320569902048085, 0.8327693677649154, 0.8371326803205699, 0.8364203027604631, 0.838379341050757, 0.841406945681211, 0.8412288512911843, 0.8381121994657168, 0.845146927871772, 0.8450578806767587, 0.8459483526268923, 0.8450578806767587, 0.8509349955476403, 0.8514692787177204, 0.8500445235975067, 0.8534283170080142, 0.8518254674977738, 0.8551202137132681, 0.8521816562778273, 0.8520926090828139, 0.8505788067675868, 0.8581478183437222, 0.8541406945681211, 0.8550311665182547, 0.8583259127337489, 0.8541406945681211, 0.8530721282279609, 0.8551202137132681, 0.8577916295636687, 0.8575244879786287, 0.8564559216384684, 0.8555654496883348, 0.8619768477292965, 0.8546749777382012, 0.8617097061442565, 0.8583259127337489], ""val_loss"": [1.4381998304633714, 1.1592354078945861, 0.9856967018776376, 0.8555902545360288, 0.7743103743109655, 0.7066378731190223, 0.660566117896163, 0.6202866959673872, 0.5898450508437381, 0.5692097792951935, 0.5396816733900388, 0.5238291003054457, 0.5139227153231176, 0.4996622994265781, 0.4866502210604141, 0.47242416796432585, 0.4726839755129032, 0.4600912926455537, 0.45415532321120466, 0.45007324864962983, 0.4488690748449399, 0.4418229368885982, 0.43335120416061684, 0.44088543256407287, 0.4310727353272867, 0.4298258708223977, 0.4217528753545927, 0.4197204686095473, 0.42402506701531323, 0.41816538999577224, 0.4193711355859985, 0.41262239355928715, 0.4155516438239311, 0.41418194090588795, 0.4159019694646313, 0.4048760101177893, 0.40027042706835797, 0.4123485354698674, 0.4060944922045192, 0.40081241125302036, 0.40121966258180297, 0.39845484507917167, 0.3962757138059755, 0.3954477680902848, 0.39984329342416963, 0.39414515815005663, 0.39925680214940396, 0.3959713190071253, 0.3990701175535286, 0.3913117388898398], ""val_acc"": [0.45613409415121253, 0.6144793152639088, 0.6836661911554922, 0.7368045649072753, 0.7671184022824536, 0.7885164051355207, 0.8002853067047075, 0.8092011412268189, 0.8195435092724679, 0.8252496433666191, 0.8323823109843081, 0.8359486447931527, 0.8366619115549215, 0.8398716119828816, 0.8412981455064193, 0.8445078459343794, 0.8423680456490727, 0.8420114122681883, 0.8437945791726106, 0.8448644793152639, 0.8466476462196861, 0.8466476462196861, 0.844151212553495, 0.8459343794579173, 0.8487874465049928, 0.8487874465049928, 0.8484308131241084, 0.8487874465049928, 0.8484308131241084, 0.8502139800285307, 0.848074179743224, 0.8509272467902995, 0.8462910128388017, 0.8487874465049928, 0.8466476462196861, 0.8530670470756063, 0.8512838801711841, 0.8487874465049928, 0.8534236804564908, 0.8534236804564908, 0.8523537803138374, 0.8505706134094151, 0.854493580599144, 0.8502139800285307, 0.848074179743224, 0.8512838801711841, 0.8487874465049928, 0.8512838801711841, 0.8519971469329529, 0.8562767475035663]}"
