;0;1;2;3;4;5
name;CNN_VGG_Deep_Best;CNN_Pyramid_Wide;CNN_ResNet_Deep;MiniXception_Improved;SE_ResNet_Improved;CNN_VGG19_Enhanced
conv_layers_config;[(64, 3, 2), (128, 3, 2), (256, 3, 2), (512, 3, 2)];[(32, 3, 1), (64, 3, 1), (128, 3, 1), (256, 3, 1), (512, 3, 1)];[(64, 3, 1), (128, 3, 2), (256, 3, 2), (512, 3, 2)];[(32, 3, 1), (64, 3, 1), (128, 3, 1), (256, 3, 1)];[(64, 3, 1), (128, 3, 2), (256, 3, 2), (512, 3, 2)];[(64, 3, 2), (128, 3, 2), (256, 3, 4), (512, 3, 4)]
fc_layers_config;[512, 256];[1024, 256];[512, 256];[256];[512, 256];[1024, 512]
learning_rate;0,0001;0,0002;0,0001;0,001;0,0001;5e-05
dropout_conv;0,3;0,25;0,25;0,25;0,2;0,25
dropout_fc;0,5;0,5;0,5;0,4;0,45;0,5
epochs_run;35;28;35;35;33;41
test_loss;1,5610106162068953;1,0170518408608527;1,6339297843312712;1,0006194982844085;1,6896201884669328;1,3055113342651279
test_acc;71,15581316058643;69,99659052165019;69,24650528469144;70,8489601091033;68,42823048073645;70,57620184111832
history_dict;"{""train_loss"": [1.5690028022346707, 1.4686507018676977, 1.2850046730565456, 1.1819479461050395, 1.0909811272332268, 1.0258464312470836, 0.9773167522080289, 0.9230471621563152, 0.8772525481850723, 0.8342074899916274, 0.7905695001537423, 0.7510306902732777, 0.7049374630688816, 0.6658546670642506, 0.6254181260351923, 0.5793031616062926, 0.5354232900623502, 0.49350058603925884, 0.45969151927373975, 0.4068202295734127, 0.37518163902731316, 0.3428823268412524, 0.3112666564548585, 0.28418886514486574, 0.2596230752002566, 0.23626572909486254, 0.2238152895014937, 0.20028873780110204, 0.19000114338252924, 0.1800364246616215, 0.16865717216499843, 0.14974566019918284, 0.14569719672073095, 0.13835261441489122, 0.13259467751073156], ""train_acc"": [0.3020650733250673, 0.3638890076531703, 0.4771046218307752, 0.519560477147377, 0.5647099063662405, 0.5921159519432212, 0.6132369917482577, 0.6400872204882637, 0.662405404249861, 0.6798495019026037, 0.6942152293813331, 0.7134122878276112, 0.7314122023173286, 0.7499679336440207, 0.7676685621445979, 0.7859250074821498, 0.8005900209500192, 0.8194877934071572, 0.8300483133096754, 0.8496301680277053, 0.8607465047671983, 0.8778485612894951, 0.8859292829962803, 0.8958912309205181, 0.9070503228013168, 0.9170122707255548, 0.9205609474539314, 0.9267176878019582, 0.9320193253238702, 0.9368506562914191, 0.9422805592372483, 0.9479669930309119, 0.9481380135961349, 0.9518149557484288, 0.9512591389114541], ""val_loss"": [1.5371189510374639, 1.3122127777346317, 1.1826265216371115, 1.0974666593137803, 1.0297985993771295, 0.9967116462338783, 0.9496856306955447, 0.9136163248306189, 0.8921131031569586, 0.8940210604369225, 0.8634860692999128, 0.8654571968922197, 0.9105150072067272, 0.9099484309035979, 0.9062393238879377, 0.884225579147047, 0.9086028332504675, 0.9546404487151595, 1.0034760906566997, 1.0390050160868278, 1.0708353806271507, 1.1239969926848696, 1.1612399949981043, 1.1674843593001862, 1.2996035001871482, 1.2792678429785291, 1.3371416527638018, 1.3657242432754793, 1.4079020825811819, 1.4047855763839914, 1.4944241357778143, 1.512357829011697, 1.5562238968463202, 1.4924262216591868, 1.7170130279697529], ""val_acc"": [0.32440890125173855, 0.4495827538247566, 0.5152990264255911, 0.5594575799721836, 0.5855354659248957, 0.6067454798331016, 0.6230876216968011, 0.6439499304589708, 0.6474269819193325, 0.6578581363004172, 0.6776773296244785, 0.6742002781641169, 0.674547983310153, 0.6714186369958275, 0.6818497913769124, 0.6846314325452016, 0.6881084840055632, 0.6752433936022253, 0.6888038942976356, 0.6912378303198887, 0.6877607788595271, 0.6912378303198887, 0.6929763560500696, 0.6936717663421419, 0.6915855354659249, 0.6894993045897079, 0.6974965229485396, 0.6860222531293463, 0.6943671766342142, 0.6888038942976356, 0.6748956884561892, 0.6922809457579973, 0.6926286509040334, 0.6968011126564673, 0.6881084840055632]}";"{""train_loss"": [1.563230365933968, 1.458145174827667, 1.2974987958413242, 1.2032861136611344, 1.1352028742663862, 1.0754222607591204, 1.0241702131424022, 0.9777892665909113, 0.9333535122241433, 0.8948729390746648, 0.8535850605503298, 0.8162864149674379, 0.773120974321099, 0.7302202219135148, 0.7033518120647114, 0.6566561577033556, 0.6200320874672722, 0.5869752367099693, 0.5498366151131654, 0.5212772271890436, 0.4941131384412772, 0.4700560992518091, 0.44570753653269957, 0.4102958946881133, 0.40316629247838903, 0.37837351102058137, 0.3653392768570303, 0.3432424522423796], ""train_acc"": [0.3057847706186669, 0.37077258540339475, 0.4653469579716961, 0.5123776134080124, 0.5435461114198983, 0.570781136431656, 0.5935696267476164, 0.614177604856984, 0.6363247680533585, 0.654452947966993, 0.6707426568044808, 0.6862200179571594, 0.7059728932404121, 0.7263670956432511, 0.7322673051434435, 0.7534311000897858, 0.7686946855359357, 0.7828038821668306, 0.7960579759716105, 0.8082859463850528, 0.8183761597332079, 0.8265851468639104, 0.8357347471033392, 0.8479199623754756, 0.8502714951472915, 0.8617726281585361, 0.8652357946043012, 0.872546923767583], ""val_loss"": [1.5357693752095165, 1.3106453640901992, 1.2047377277647504, 1.1330122080565495, 1.078218099470762, 1.0350891865675904, 0.9965978492781914, 0.959648669263418, 0.9308789705699607, 0.9221132133202692, 0.8906360722052371, 0.8966662235485496, 0.901170251929876, 0.8773477828552395, 0.866916309477391, 0.8945115090908693, 0.9169388216128768, 0.9247853765069858, 0.9452401228839731, 0.9494052566639737, 0.9641500742942799, 0.9834959717552917, 0.9895287402316161, 1.0283010423763737, 1.0265707689465666, 1.0553279941038893, 1.069558192028953, 1.0940151305788912], ""val_acc"": [0.31154381084840055, 0.45549374130737136, 0.5100834492350487, 0.545201668984701, 0.5639777468706537, 0.5917941585535466, 0.6130041724617524, 0.6296940194714882, 0.6390820584144645, 0.6502086230876217, 0.6658553546592489, 0.6644645340751043, 0.6714186369958275, 0.6728094575799722, 0.6860222531293463, 0.6766342141863699, 0.6742002781641169, 0.685326842837274, 0.6815020862308763, 0.6884561891515995, 0.6759388038942976, 0.6870653685674548, 0.6797635605006954, 0.6842837273991655, 0.6860222531293463, 0.6828929068150209, 0.674547983310153, 0.6828929068150209]}";"{""train_loss"": [1.5644994389685147, 1.4795805519248673, 1.2892319427355516, 1.2032578987453242, 1.1283502059676218, 1.0630455104704009, 1.0039914751517685, 0.9481967373286537, 0.8981426634673937, 0.8401416845088018, 0.8014434181974679, 0.7451250376781476, 0.6901915145259797, 0.6316139992216439, 0.5749936352213837, 0.51536056939225, 0.46167394010827695, 0.4170674123690236, 0.37278757408943636, 0.32874920902314786, 0.2860327219271437, 0.25849788472265994, 0.2349994551417327, 0.21325564561319757, 0.1920258749267321, 0.1831926243542412, 0.16567915648845055, 0.14632524107908387, 0.1382845576141077, 0.13432512615407852, 0.13224089657061575, 0.11792108898588119, 0.11438283954175502, 0.11217952096723526, 0.09955579523493921], ""train_acc"": [0.3045876266621061, 0.3568771644790286, 0.469836247808799, 0.5097267946470563, 0.5473513189961093, 0.5789901235623583, 0.6009662661935098, 0.6273461883791526, 0.6498781478472786, 0.6752319466415837, 0.6927615545769379, 0.7175167813929625, 0.738808841763222, 0.7632220274488007, 0.7863525588952072, 0.8076018641241609, 0.8300483133096754, 0.845525674462354, 0.8627987515498738, 0.8799863183547821, 0.8952926589422378, 0.9070930779426226, 0.9140194108341528, 0.9246226858779768, 0.931891059899953, 0.9353542263457181, 0.9404420881611014, 0.9477104621830775, 0.9509598529223139, 0.9527128137158494, 0.9528410791397666, 0.958399247509513, 0.9581854718029843, 0.9608362905639403, 0.9649835392705973], ""val_loss"": [1.5423616358235748, 1.2938326481154632, 1.2182079546972178, 1.1321892340425324, 1.0700187323322217, 1.0373389926507177, 0.9731577883509502, 0.9390885054816457, 0.9130171088084723, 0.9096911921786334, 0.9108421373102031, 0.953054807530988, 0.9146978457216096, 0.9271869001202855, 0.9333741664886475, 0.9550402576469081, 1.004070431367081, 1.042076762594666, 1.052554349905924, 1.1769799282554128, 1.2437207758509565, 1.2475701285337042, 1.3762336397369979, 1.34725515152715, 1.4380786506788124, 1.386075672254443, 1.434145975510832, 1.7285194459976174, 1.556431339413798, 1.569467558316959, 1.689323658737586, 1.7214290376167138, 1.5702538069166627, 1.8056374534612238, 1.8523980934530373], ""val_acc"": [0.31050069541029207, 0.4648817802503477, 0.5062586926286509, 0.5441585535465925, 0.5698887343532685, 0.5931849791376912, 0.616481223922114, 0.6321279554937413, 0.6449930458970793, 0.6429068150208623, 0.6543810848400556, 0.6498609179415855, 0.6634214186369958, 0.6693324061196105, 0.6735048678720446, 0.6735048678720446, 0.6773296244784422, 0.674547983310153, 0.6665507649513213, 0.6755910987482615, 0.6881084840055632, 0.6790681502086231, 0.68115438108484, 0.6731571627260083, 0.6689847009735744, 0.68115438108484, 0.6888038942976356, 0.685326842837274, 0.6821974965229486, 0.6877607788595271, 0.6849791376912379, 0.6780250347705146, 0.6804589707927677, 0.6856745479833102, 0.6714186369958275]}";"{""train_loss"": [1.516449561017755, 1.2667756960948469, 1.1185510125001807, 1.0247029803339385, 0.9546419822153914, 0.9001134551398654, 0.8484305282116976, 0.8110429239286323, 0.772003635606758, 0.740120333559807, 0.7072416954814427, 0.6790265792799136, 0.6468866955750291, 0.6266680849490932, 0.6019293325393532, 0.5804487056200377, 0.5588726725154866, 0.5436617863978962, 0.5241858270822837, 0.5184564177357649, 0.4970443731760723, 0.4886505329594646, 0.4771445442822986, 0.46741740916705876, 0.44687891996525075, 0.4370018134870843, 0.42765351757996506, 0.422510011789711, 0.4222578808191909, 0.4074188386239779, 0.39100960923284017, 0.4055522344606685, 0.3925846850353694, 0.38679533168317376, 0.373048540307496], ""train_acc"": [0.33768010603275045, 0.48462952670058573, 0.551541322844072, 0.5916028902475523, 0.6261490444225918, 0.6477831459232972, 0.6714267390653726, 0.6886570610115866, 0.7015691136859208, 0.7125571850014965, 0.7283338321433153, 0.7394929240241139, 0.7508657916114413, 0.7596733507204241, 0.7718585659925606, 0.7791269400145368, 0.7856257214930096, 0.7943477703193809, 0.7996494078412929, 0.8049938005045106, 0.8113643165590663, 0.8163239129505323, 0.816537688657061, 0.8251314720595152, 0.834281072298944, 0.8373594424729573, 0.8381290350164607, 0.8385993415708239, 0.8411218949078627, 0.8470648595493608, 0.8533926204626107, 0.8487323100602847, 0.8503142502885972, 0.8568985420496815, 0.8629270169737912], ""val_loss"": [1.3256667489302507, 1.1509082814748497, 1.0196334107031577, 0.9448212074304987, 0.9277065564594613, 0.8814702811592643, 0.8771598257839431, 0.864526873254975, 0.9015895642226197, 0.8565749686848636, 0.8760056101065518, 0.8918123317361707, 0.8830560451588478, 0.8897413559185448, 0.9057177639306007, 0.9004290598821574, 0.898138969680696, 0.9518264188885854, 0.9522998414218674, 0.9421300417193119, 0.9183365728327894, 0.97121556892846, 0.9947260870223914, 0.9555410401214313, 0.9805396205029335, 1.0045797763514088, 0.9795183085102034, 1.0481921678126604, 0.9820525041044339, 1.0232634892549899, 1.0169630773541658, 1.0421860325817274, 1.0619722401648137, 1.049476950656058, 1.0547874724914699], ""val_acc"": [0.4624478442280946, 0.5368567454798331, 0.5879694019471489, 0.6255215577190543, 0.6317802503477051, 0.6467315716272601, 0.6582058414464534, 0.6682892906815021, 0.6495132127955494, 0.6672461752433936, 0.6672461752433936, 0.6620305980528511, 0.6787204450625869, 0.6790681502086231, 0.68115438108484, 0.6738525730180807, 0.6835883171070932, 0.6839360222531293, 0.6783727399165508, 0.683240611961057, 0.6867176634214186, 0.6860222531293463, 0.6818497913769124, 0.6929763560500696, 0.6846314325452016, 0.6867176634214186, 0.700278164116829, 0.6881084840055632, 0.6905424200278164, 0.6870653685674548, 0.6922809457579973, 0.6888038942976356, 0.6908901251738526, 0.6999304589707928, 0.6926286509040334]}";"{""train_loss"": [1.57466669885695, 1.5003997468312282, 1.3134117469531126, 1.2013669364280803, 1.1207836386616057, 1.0475982344977754, 0.9831458063922548, 0.9266262948627709, 0.8648615909206836, 0.8116708468532566, 0.7497510605193972, 0.6908066634851205, 0.6177822650319886, 0.5538915065603567, 0.4872567836261967, 0.41408627333257364, 0.3651331023877059, 0.3096341361458587, 0.26807069000350625, 0.2350312649217472, 0.20498946862157258, 0.18298060365619787, 0.1697176769551004, 0.15012847390867623, 0.13507790949968587, 0.126608548582459, 0.11466949482049534, 0.10570829008563801, 0.1064463647039364, 0.09404550748878222, 0.09414855107372633, 0.08851767941103506, 0.08255360394230792], ""train_acc"": [0.2971054769336013, 0.3437513360981658, 0.45867715592800035, 0.508957202103553, 0.5501304031809825, 0.5847620676386336, 0.6150754628244046, 0.6385907905425627, 0.6656547949890974, 0.6867330796528283, 0.7157210654581213, 0.738637821197999, 0.7715592800034204, 0.7945615460259097, 0.820855957928941, 0.8489460857668134, 0.8646372226260208, 0.8880670400615674, 0.9027320535294369, 0.9138911454102355, 0.9271024840737099, 0.934712899226132, 0.9403138227371841, 0.9474966864765488, 0.9525845482919321, 0.9552353670528881, 0.9593398606182394, 0.962888537346616, 0.9628457822053101, 0.9668647654880499, 0.9675916028902476, 0.9700286459446749, 0.9725511992817136], ""val_loss"": [1.5393083521653284, 1.355444365648633, 1.202963148105128, 1.1427802762666897, 1.067838021379187, 1.0407558475648246, 0.9655334782036687, 0.9549174932180094, 0.9609612450314496, 0.8955853849193482, 0.9309478076343245, 0.9295809897328617, 0.9387644208522101, 0.9771987562053558, 1.0449800133207743, 1.1360607647928973, 1.180579704601675, 1.1892690418161171, 1.3714325369979476, 1.338681739875438, 1.4135500762989857, 1.4421584662542224, 1.593883100902255, 1.5206222166106498, 1.5593056537843049, 1.6115018843941298, 1.6722295831407061, 1.7114666408557389, 1.6894235344025952, 1.7141862079729124, 1.7761345982385777, 1.9530146453576227, 1.768706548197379], ""val_acc"": [0.31050069541029207, 0.45723226703755215, 0.508692628650904, 0.5382475660639777, 0.5716272600834492, 0.5820584144645341, 0.6119610570236439, 0.6241307371349096, 0.624826147426982, 0.6470792767732962, 0.6446453407510431, 0.6568150208623088, 0.6675938803894298, 0.6623783031988874, 0.6703755215577191, 0.6682892906815021, 0.6714186369958275, 0.6755910987482615, 0.6682892906815021, 0.6700278164116829, 0.6644645340751043, 0.6700278164116829, 0.6825452016689847, 0.6762865090403338, 0.685326842837274, 0.6783727399165508, 0.6780250347705146, 0.6755910987482615, 0.6731571627260083, 0.6609874826147427, 0.6630737134909597, 0.6728094575799722, 0.6738525730180807]}";"{""train_loss"": [1.5719410178497126, 1.5528646770276522, 1.5148367768523783, 1.342544649603368, 1.2109293590947119, 1.1224122323518515, 1.0550576591457042, 1.0003860255611667, 0.962468829327852, 0.9247141071554278, 0.89533716393565, 0.8620098673052182, 0.8304800248282652, 0.796353855431322, 0.7622093564504087, 0.7362615024555723, 0.7021539324396892, 0.6592185225114281, 0.6375822715941947, 0.6010480694922902, 0.5668869029551055, 0.5308256392460798, 0.4964681859643632, 0.4599900110817653, 0.4386120832278835, 0.4040850312584223, 0.37075828052565035, 0.348044959817825, 0.3187788925917479, 0.3034964425150767, 0.269711643861972, 0.25886566561143726, 0.23528911918688414, 0.22307395360329554, 0.20351848636086772, 0.18419886401362812, 0.18357373732544519, 0.17632745490057236, 0.15974517208265027, 0.15038529025687236, 0.1436921524175333], ""train_acc"": [0.303775278977297, 0.30715293514045067, 0.33024071144555134, 0.4449100004275514, 0.5091282226687759, 0.5490187695070332, 0.5767241010731541, 0.5989140194108341, 0.6178973021505836, 0.6319637436401727, 0.6494078412929155, 0.6630039762281414, 0.6772414382829536, 0.6908375732181795, 0.7077686091752533, 0.7184146393603831, 0.7326521014151952, 0.7521484458506136, 0.757877634785583, 0.7739963230578477, 0.7888323570909402, 0.8015306340587456, 0.816708709222284, 0.8292787207661722, 0.8398392406686904, 0.8507845568429604, 0.8652357946043012, 0.8716490658001624, 0.882166830561375, 0.8917012270725555, 0.9052973620077814, 0.9047843003121125, 0.9162426781820514, 0.9203471717474027, 0.9284278934541879, 0.9346701440848262, 0.9336440206934884, 0.9364658600196674, 0.9455727051177905, 0.9468981144982684, 0.9493351575526957], ""val_loss"": [1.5700359589864548, 1.543227439132287, 1.4170627814506456, 1.219062527628701, 1.132122040955513, 1.07759987114202, 1.0224459887545696, 1.0053501084384733, 0.9605797127158652, 0.9376211808851929, 0.9352688480153037, 0.891046923871498, 0.9011322385909992, 0.9220472308956035, 0.868365975679708, 0.8628440472777927, 0.8514540671307453, 0.9029308739888983, 0.868963197640484, 0.8968465774215146, 0.9097118998601804, 0.9382827434486739, 0.9212547489267066, 0.994917412626561, 0.9469147785482552, 1.0133235492693036, 1.006801241296389, 1.0640725964299496, 1.1304292277600072, 1.0802108660361034, 1.1585393700546616, 1.2335560341703709, 1.2088430889458583, 1.2852327506963335, 1.2746469528519229, 1.3848825298529508, 1.3539651419257588, 1.3790592458384094, 1.3676118776098578, 1.338301824677803, 1.403416707717991], ""val_acc"": [0.31050069541029207, 0.32127955493741306, 0.3956884561891516, 0.5073018080667594, 0.545201668984701, 0.5611961057023644, 0.5834492350486787, 0.6036161335187761, 0.618567454798331, 0.6307371349095967, 0.6262169680111266, 0.6463838664812239, 0.6536856745479833, 0.6307371349095967, 0.6665507649513213, 0.6707232267037552, 0.683240611961057, 0.6710709318497914, 0.6766342141863699, 0.6748956884561892, 0.6707232267037552, 0.6801112656467315, 0.6849791376912379, 0.6842837273991655, 0.6828929068150209, 0.6894993045897079, 0.6821974965229486, 0.6968011126564673, 0.694019471488178, 0.6901947148817803, 0.6884561891515995, 0.6968011126564673, 0.6985396383866481, 0.6815020862308763, 0.6790681502086231, 0.6790681502086231, 0.6808066759388038, 0.68115438108484, 0.6908901251738526, 0.6922809457579973, 0.6915855354659249]}"
