;0;1
name;Experimento 3;Experimento 4
epochs_run;63;43
test_loss;0,9416092810573669;1,2175405220123146
test_acc;65,8400668709947;64,64196154917803
history_dict;"{""train_loss"": [1.6810375450256123, 1.4523854873958453, 1.3922309618085242, 1.3527959216961047, 1.3328883152213349, 1.2938762885316952, 1.2781687483792021, 1.266939676639665, 1.2555406193045755, 1.2254686450554646, 1.2438757689030984, 1.2106287676387248, 1.2005385565173934, 1.1906777515427653, 1.1986404506052926, 1.1667633248810534, 1.1598273567501631, 1.158206078154884, 1.152728569267179, 1.138872497449404, 1.1795759579659406, 1.1394702185948002, 1.1171388330037386, 1.117019260551261, 1.102507005370171, 1.1115401670382918, 1.110695144301269, 1.093369762315916, 1.0845983767568423, 1.1850124891243856, 1.1397629051589846, 1.0811248913159743, 1.0686070041275477, 1.0575345769987041, 1.0477947169010606, 1.0576750033389828, 1.0532516121486457, 1.0456572880984607, 1.0356117973129488, 1.0391552179056283, 1.036628131138302, 1.030430386800486, 1.0201961616246678, 1.0341915933144679, 1.014454220292079, 1.0071284686299533, 1.005987606102066, 1.0279783515530887, 1.013534136727676, 0.9930044576297828, 0.9897833600151879, 0.985520694245365, 0.9796484288943756, 0.9772130146831831, 0.9767338122862783, 0.9675867991319723, 0.9612020224653577, 0.96068247879198, 0.9607421027077266, 0.9533755304758658, 0.9564327226503461, 0.9455497535635607, 0.9400739851838025], ""train_acc"": [0.3422620084294124, 0.4369361524260685, 0.46730990281793167, 0.4816608032324358, 0.49273746908634924, 0.5051377616775228, 0.5126963669929291, 0.5181302030722074, 0.5219965864363092, 0.5368699710892054, 0.530251837402905, 0.539099237173012, 0.5442892472743739, 0.5486781148768679, 0.5478769723779999, 0.5560973910620363, 0.5637256609425616, 0.5618795499669094, 0.564561635723989, 0.5686370127834477, 0.5549130934550142, 0.5692639938695183, 0.5776237416837925, 0.5776237416837925, 0.5803058274408722, 0.5780068967919467, 0.5776237416837925, 0.5856699989550315, 0.5868194642794943, 0.552857988784005, 0.5711797694102895, 0.588630742972587, 0.5940994113344248, 0.5970601553519802, 0.6066738653383956, 0.599602911978822, 0.6012748615416769, 0.6019366749103069, 0.6086941377268452, 0.6055244000139329, 0.606848026751193, 0.6097042739210701, 0.6124560242432686, 0.6113065589188059, 0.613500992720053, 0.620606778362186, 0.6181336863004633, 0.6112717266362465, 0.615556097391062, 0.6224180570552789, 0.6280957191124734, 0.6300114946532446, 0.6311261276951479, 0.6307081403044341, 0.6288968616113414, 0.6322755930196106, 0.6349925110592497, 0.6357936535581177, 0.6371521125779372, 0.6376049322512104, 0.6376745968163293, 0.6428297746351318, 0.64561635723989], ""val_loss"": [1.5034107852028618, 1.2804014496764755, 1.3416987696990026, 1.2171188158124029, 1.2560460169390404, 1.208804586033995, 1.3085761629595136, 1.1896764555160764, 1.2195241521347462, 1.155145266347358, 1.2051885812212477, 1.2198836328625247, 1.2292124374426319, 1.2450679584810347, 1.2885839189782917, 1.0772514482682447, 1.1757262102007766, 1.0730635581424424, 1.0791205245161761, 1.0964598110307389, 1.20980962540453, 1.0662049248577925, 1.103360259074559, 1.048405607137284, 1.067290841860504, 1.0628184578766826, 1.054806264330664, 1.0298938198353993, 1.157286856226949, 1.3199232280437048, 1.0574009396897681, 1.2681198981137753, 1.0314535120879418, 1.0668071406935211, 1.0398287914629, 1.0617244255579292, 1.134570007957466, 1.0253604981320652, 1.0185047651307102, 1.0363215301305213, 1.0945738899770903, 1.0403616128442148, 1.386704216335736, 1.0735283914209242, 1.022756369840006, 0.9872604330192538, 1.0081168240941512, 1.0995918617055223, 1.0053461825126857, 1.0102190823068722, 1.01249751809016, 0.9826979360297451, 0.9902711266858826, 1.0807074874049942, 1.0795184127077166, 0.9918072725918406, 1.0718935627431116, 1.0813731115553231, 1.1414654285886487, 1.0613732024234264, 1.019235659514207, 1.0005632405428542, 0.9955232487428352], ""val_acc"": [0.4310392867093898, 0.5065477848983003, 0.4845360824742268, 0.5310671496238507, 0.5199219838395096, 0.5449986068542769, 0.5032042351629981, 0.5567010309278351, 0.5653385344106994, 0.5608804680969629, 0.5371969908052382, 0.5522429646140986, 0.5424909445528002, 0.5410977988297576, 0.530231262190025, 0.5945945945945946, 0.5711897464474784, 0.5948732237392031, 0.5898578991362496, 0.5923655614377263, 0.5486207857341878, 0.6001671774867651, 0.599609919197548, 0.6062970186681527, 0.6032320980774589, 0.5982167734745054, 0.6107550849818891, 0.6104764558372806, 0.5890220117024241, 0.5040401225968236, 0.6121482307049317, 0.5753691836166063, 0.6246865422123155, 0.60490387294511, 0.615491780440234, 0.6113123432711062, 0.6012816940651993, 0.6232933964892727, 0.6263583170799666, 0.6177208135971023, 0.6076901643911953, 0.616049038729451, 0.550849818891056, 0.6057397603789356, 0.620785734187796, 0.6305377542490944, 0.6252438005015325, 0.5934800780161605, 0.6327667874059627, 0.6210643633324046, 0.6235720256338813, 0.6430760657564781, 0.6436333240456952, 0.6074115352465868, 0.6188353301755364, 0.6411256617442185, 0.6182780718863193, 0.5998885483421565, 0.5840066870994706, 0.620228475898579, 0.625522429646141, 0.63137364168292, 0.6316522708275285]}";"{""train_loss"": [1.6322391609142533, 1.4316750600040757, 1.3394351121072066, 1.2867789864228676, 1.235793323791564, 1.204307586591011, 1.1752907154041794, 1.1492055145906652, 1.127669099161271, 1.102430613899045, 1.0845289948409393, 1.0655064350667844, 1.0554679809263072, 1.0328590656349148, 1.012545670576573, 0.9983152135162835, 0.9789133706624831, 0.9650093166302222, 0.9507514178314829, 0.9377416536274772, 0.9226822915269546, 0.8945757389035385, 0.8868820308339297, 0.8654222585194171, 0.8654494450036592, 0.8395709906747513, 0.8216305330565425, 0.8076959529629429, 0.7844794916298584, 0.7761004362477874, 0.7642695593889565, 0.7490972145717634, 0.7337231175408451, 0.7222987748852485, 0.7063091489965504, 0.6947383816690088, 0.6759632497775716, 0.6702482149541106, 0.6507533190745272, 0.6430523409012646, 0.6308849135172346, 0.6200826012285581, 0.6116500922665169], ""train_acc"": [0.35849385210212825, 0.445679055348497, 0.4858755094221324, 0.5049636002647253, 0.5277439130586228, 0.5443240795569334, 0.5536939635654324, 0.5644919711588701, 0.5757776307081403, 0.5817339510258107, 0.5890835626458601, 0.5972343167647776, 0.6027029851266154, 0.6094256156605943, 0.6203629523842698, 0.6218955728168867, 0.6300114946532446, 0.6392420495315058, 0.6421331289839424, 0.6455466926747709, 0.6545682538576753, 0.6631021630847469, 0.6679786826430736, 0.6737956738305061, 0.6745619840468146, 0.6857431467484064, 0.6890522135915567, 0.6985265944477341, 0.7075481556306384, 0.7065380194364137, 0.7111358807342645, 0.7185899892019924, 0.7245114772371033, 0.7339510258107214, 0.7335678707025671, 0.7396635201504754, 0.7474311191612386, 0.7488940750287366, 0.7568358354522972, 0.7606325542512801, 0.7659618934828799, 0.7709777421714445, 0.773938486189], ""val_loss"": [1.387288041585134, 1.2612846226172714, 1.1759247594007245, 1.14882306115612, 1.110742562824918, 1.1117094964096226, 1.0790451941765196, 1.0851816176272062, 1.051624633286716, 1.0445679132571024, 1.0285497934215744, 1.0286954443047525, 1.0107293035632623, 1.028268723741618, 1.0190319036600417, 1.020033514592667, 1.0461571858632728, 0.9958046454013507, 1.0363737207563117, 1.0220219657825673, 1.0388776056777804, 1.052422499782895, 1.066721594551208, 1.051065926549826, 1.0496438481941235, 1.0736558152361146, 1.070709212107325, 1.0993275433471523, 1.1070981156895772, 1.1095879887697524, 1.1858575015919692, 1.155965297492509, 1.1326701805165764, 1.1356792551921782, 1.1892502417501947, 1.2060522825879352, 1.2151085186482937, 1.177620091920578, 1.2505143647341384, 1.243243868817988, 1.2447390012270763, 1.2973497125158473, 1.2666541123728992], ""val_acc"": [0.475619949846754, 0.5268877124547228, 0.5628308721092227, 0.5625522429646141, 0.583170799665645, 0.5856784619671218, 0.5973808860406798, 0.6012816940651993, 0.6085260518250208, 0.6152131512956255, 0.620785734187796, 0.6235720256338813, 0.6263583170799666, 0.6230147673446642, 0.620228475898579, 0.6375034828643076, 0.6310950125383115, 0.636110337141265, 0.6391752577319587, 0.6469768737809974, 0.6338813039843968, 0.6341599331290053, 0.641961549178044, 0.6397325160211759, 0.6461409863471719, 0.6402897743103929, 0.6388966285873502, 0.6405684034550014, 0.6489272777932572, 0.6397325160211759, 0.6372248537196991, 0.6469768737809974, 0.6586792978545556, 0.6441905823349122, 0.6508776818055169, 0.6363889662858735, 0.641961549178044, 0.6550571189746448, 0.6508776818055169, 0.6480913903594316, 0.6447478406241293, 0.6469768737809974, 0.6514349400947339]}"
